2248,tracking down criminals in CS 1,1416,DS
2249,tracking down criminals in CS 2,1416,DS
2250,tracking down criminals in CS 3,1416,DS
2251,looking after children in CS 1,1417,DS
2252,looking after children in CS 2,1417,DS
2253,looking after children in CS 3,1417,DS
2254,driving fast cars in CS 1,1418,CS
2255,driving fast cars in CS 2,1418,CS
2256,driving fast cars in CS 3,1418,CS
2257,monetizing celebrity status in CS 1,1419,CS
2258,monetizing celebrity status in CS 2,1419,CS
2259,monetizing celebrity status in CS 3,1419,CSDS
2260,plotting strategies in CS 1,1420,CSDS
2261,plotting strategies in CS 2,1420,CS
2262,plotting strategies in CS 3,1420,CSDS
2263,ruling over subjects in CS 1,1421,CSDS
2264,ruling over subjects in CS 2,1421,CS
2265,ruling over subjects in CS 3,1421,CS
2266,defending the weak in CS 1,1422,DS
2267,defending the weak in CS 2,1422,DS
2268,defending the weak in CS 3,1422,DS
2269,winning heavyweight titles in CS 1,1423,CS
2270,winning heavyweight titles in CS 2,1423,CSDS
2271,winning heavyweight titles in CS 3,1423,CSDS
2272,cheating clients in CS 1,1424,CS
2273,cheating clients in CS 2,1424,CS
2274,cheating clients in CS 3,1424,CS
2275,developing advertising campaigns in CS 1,1425,DS
2276,developing advertising campaigns in CS 2,1425,DS
2277,developing advertising campaigns in CS 3,1425,DS
2278,writing comedy in CS 1,1426,CSDS
2279,writing comedy in CS 2,1426,CS
2280,writing comedy in CS 3,1426,CSDS
2281,dripping paint onto canvas in CS 1,1427,CSDS
2282,dripping paint onto canvas in CS 2,1427,CS
2283,dripping paint onto canvas in CS 3,1427,CSDS
2284,pioneering new technologies in CS 1,1428,DS
2285,pioneering new technologies in CS 2,1428,DS
2286,pioneering new technologies in CS 3,1428,DS
2287,selling cheap airline seats in CS 1,1429,CS
2288,selling cheap airline seats in CS 2,1429,CS
2289,selling cheap airline seats in CS 3,1429,CSDS
2290,fighting for justice in CS 1,1430,DS
2291,fighting for justice in CS 2,1430,DS
2292,fighting for justice in CS 3,1430,DS
2293,tracking down criminals in CS 1,1431,DS
2294,tracking down criminals in CS 2,1431,DS
2295,tracking down criminals in CS 3,1431,DS
2296,keeping a diary in CS 1,1432,CSDS
2297,keeping a diary in CS 2,1432,CSDS
2298,keeping a diary in CS 3,1432,CSDS
2299,betraying friends in CS 1,1433,CS
2300,betraying friends in CS 2,1433,CSDS
2301,betraying friends in CS 3,1433,CS
2302,writing pop songs in CS 1,1434,CS
2303,writing pop songs in CS 2,1434,CSDS
2304,writing pop songs in CS 3,1434,CSDS
2305,hiding from the public in CS 1,1435,CSDS
2306,hiding from the public in CS 2,1435,CS
2307,hiding from the public in CS 3,1435,CS
2308,promoting conservative values in CS 1,1436,CS
2309,promoting conservative values in CS 2,1436,CS
2310,promoting conservative values in CS 3,1436,CS
2311,promoting conservative values in CS 1,1437,CS
2312,promoting conservative values in CS 2,1437,CS
2313,promoting conservative values in CS 3,1437,CS
2314,performing magic tricks in CS 1,1438,DS
2315,performing magic tricks in CS 2,1438,DS
2316,performing magic tricks in CS 3,1438,DS
2317,solving riddles in CS 1,1439,DS
2318,solving riddles in CS 2,1439,DS
2319,solving riddles in CS 3,1439,DS
2320,starring in action movies in CS 1,1440,CS
2321,starring in action movies in CS 2,1440,CSDS
2322,starring in action movies in CS 3,1440,CS
2323,teaching martial arts in CS 1,1441,DS
2324,teaching martial arts in CS 2,1441,DS
2325,teaching martial arts in CS 3,1441,DS
2326,talking in riddles in CS 1,1442,CS
2327,talking in riddles in CS 2,1442,CS
2328,talking in riddles in CS 3,1442,CS
2329,giving speeches in CS 1,1443,CSDS
2330,giving speeches in CS 2,1443,CS
2331,giving speeches in CS 3,1443,CS
2332,writing TV comedies in CS 1,1444,CS
2333,writing TV comedies in CS 2,1444,CS
2334,writing TV comedies in CS 3,1444,CS
2335,doing slapstick comedy in CS 1,1445,CS
2336,doing slapstick comedy in CS 2,1445,CSDS
2337,doing slapstick comedy in CS 3,1445,CS
2338,performing household chores in CS 1,1446,DS
2339,performing household chores in CS 2,1446,DS
2340,performing household chores in CS 3,1446,DS
2341,campaigning for democracy in CS 1,1447,CS
2342,campaigning for democracy in CS 2,1447,CS
2343,campaigning for democracy in CS 3,1447,CS
2344,starring in Hollywood movies in CS 1,1448,CSDS
2345,starring in Hollywood movies in CS 2,1448,CS
2346,starring in Hollywood movies in CS 3,1448,CS
2347,promoting totalitarianism in CS 1,1449,CSDS
2348,promoting totalitarianism in CS 2,1449,CS
2349,promoting totalitarianism in CS 3,1449,CS
2350,starring in Hollywood movies in CS 1,1450,CS
2351,starring in Hollywood movies in CS 2,1450,CSDS
2352,starring in Hollywood movies in CS 3,1450,CSDS
2353,crushing dissent in CS 1,1451,CSDS
2354,crushing dissent in CS 2,1451,CS
2355,crushing dissent in CS 3,1451,CS
2356,studying science in CS 1,1452,DS
2357,studying science in CS 2,1452,DS
2358,studying science in CS 3,1452,DS
2359,drinking tea in CS 1,1453,DS
2360,drinking tea in CS 2,1453,DS
2361,drinking tea in CS 3,1453,DS
2362,expressing violent urges in CS 1,1454,DS
2363,expressing violent urges in CS 2,1454,DS
2364,expressing violent urges in CS 3,1454,DS
2365,singing pop songs in CS 1,1455,CS
2366,singing pop songs in CS 2,1455,CS
2367,singing pop songs in CS 3,1455,CS
2368,wielding political power in CS 1,1456,CS
2369,wielding political power in CS 2,1456,CS
2370,wielding political power in CS 3,1456,CS
2371,starring in action movies in CS 1,1457,CS
2372,starring in action movies in CS 2,1457,CS
2373,starring in action movies in CS 3,1457,CS
2374,whining at umpires in CS 1,1458,CSDS
2375,whining at umpires in CS 2,1458,CS
2376,whining at umpires in CS 3,1458,CS
2377,plotting terrorist outrages in CS 1,1459,CS
2378,plotting terrorist outrages in CS 2,1459,CSDS
2379,plotting terrorist outrages in CS 3,1459,CS
